trade_date,symbol,company_name,sector,open_price,high_price,low_price,close_price,Volume,turnover,market_cap
25-01-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,116,117,111.75,116.45,7059783,80300000000000.00,0.5381
28-01-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,114.85,118.6,105.5,117.7,7650626,87300000000000.00,0.4744
29-01-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,118,119.7,114,115.75,4319932,50500000000000.00,0.3602
30-01-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,116,116.5,107.9,109.35,5071559,56700000000000.00,0.4552
31-01-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,110.5,110.8,101,102.2,23365448,244000000000000.00,0.5323
01-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,103.95,106.5,103,105.75,5112677,53600000000000.00,0.3114
04-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,107.75,112.5,107.75,111.2,6755281,74700000000000.00,0.3074
05-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,111.4,116.15,109,114.65,8208735,93500000000000.00,0.2481
06-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,111.5,115,107.3,113.65,6991437,78600000000000.00,0.247
07-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,112.1,115.95,107.6,108.3,6356296,71300000000000.00,0.3429
08-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,109,109.9,103.55,105.5,7601738,80500000000000.00,0.3141
11-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,107,107,97,98.05,8512501,85200000000000.00,0.3745
12-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,101,101.65,95.5,96.3,5758667,56300000000000.00,0.3138
13-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,98,99.25,92.95,94.9,5847613,55900000000000.00,0.3337
14-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,97,104.25,97,103.2,7039129,70700000000000.00,0.3377
15-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,102.8,107,100.05,106.15,6795559,70600000000000.00,0.2402
18-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,108.55,108.55,104.65,105.55,3924650,41600000000000.00,0.3132
19-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,107.45,107.7,103.6,104.4,4064931,43100000000000.00,0.3491
20-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,103.4,103.45,100.65,101.8,3152813,32100000000000.00,0.3707
21-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,103.45,104.25,101.25,102.5,2179331,22400000000000.00,0.2741
22-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,99.1,101.85,98.05,101.2,1513812,15300000000000.00,0.3322
25-02-2008,POWERGRID,Power Grid Corporation of India Ltd,Utilities,102.4,103.3,99.6,102.05,3526981,35700000000000.00,0.4698
26-12-2003,TATAMOTORS,Tata Motors Ltd,Automobile,435.8,440.5,431.65,438.6,1534637,67100000000000.00,0.19
29-12-2003,TATAMOTORS,Tata Motors Ltd,Automobile,441,449.7,441,447.8,2125952,95000000000000.00,0.1796
30-12-2003,TATAMOTORS,Tata Motors Ltd,Automobile,450,451.9,430.1,442.4,2683293,119000000000000.00,0.2622
31-12-2003,TATAMOTORS,Tata Motors Ltd,Automobile,446,459.3,443.55,452.05,4311596,196000000000000.00,0.1232
01-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,453.25,457.9,451.5,454.45,2077604,94600000000000.00,0.1336
02-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,458,460.35,454.05,456.4,1704790,78000000000000.00,0.1598
05-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,458,465,450.6,454.85,2141245,97700000000000.00,0.1623
06-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,460,465,448.5,454.45,2360145,109000000000000.00,0.2228
07-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,451.4,454.7,438.1,446.45,3766229,167000000000000.00,0.2763
08-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,449,466.95,449,464.75,1965051,90500000000000.00,0.194
09-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,474.9,476.45,461,466.35,2419589,114000000000000.00,0.1808
12-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,494,494,461,467.65,2693205,127000000000000.00,0.1237
13-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,462,497.4,444.5,493.95,4784619,230000000000000.00,0.1851
14-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,495,513.9,490.9,508.85,4844528,244000000000000.00,0.1561
15-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,515,515,486.65,490.55,4567747,230000000000000.00,0.0864
16-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,491,502.9,480.3,487.5,5268689,260000000000000.00,0.0769
19-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,490,511.25,485.3,508.3,4226284,210000000000000.00,0.1123
20-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,512.1,518.85,481.55,488.6,5874737,295000000000000.00,0.1029
21-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,488,489.95,453,459.05,6732245,321000000000000.00,0.1459
22-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,460,474.3,408,422.3,9412019,424000000000000.00,0.1259
23-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,438,469.85,428.65,466.3,7337845,328000000000000.00,0.1165
27-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,470.25,518,470.25,510.55,8723195,434000000000000.00,0.1815
28-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,512,531.35,499.35,518.1,13795112,711000000000000.00,0.1354
29-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,511,540.5,511,528.9,11299283,594000000000000.00,0.1354
30-01-2004,TATAMOTORS,Tata Motors Ltd,Automobile,529.5,532,516.05,520.4,9339834,488000000000000.00,0.1409
03-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,522.5,525.7,500.95,509.6,7314820,376000000000000.00,0.206
04-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,510,546.4,510,544.4,7188802,380000000000000.00,0.1704
05-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,454.8,551.55,450,517,10430139,555000000000000.00,0.1051
06-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,523.9,534.4,510.1,532,7558299,395000000000000.00,0.0953
09-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,535,544.35,528,542.1,5958927,320000000000000.00,0.1546
10-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,520.25,544.4,520.25,534.2,6108370,327000000000000.00,0.0871
11-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,532.1,544.8,532.1,542.4,4050724,218000000000000.00,0.0992
12-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,550,550,533.1,541.1,4622705,251000000000000.00,0.1322
13-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,441.9,555.5,441.9,553.9,4917286,269000000000000.00,0.1764
16-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,554.95,565.4,550.25,560.15,4875218,273000000000000.00,0.097
17-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,557.85,561.4,551.95,559.3,4178681,233000000000000.00,0.1406
18-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,560,570.3,560,563.5,3938835,223000000000000.00,0.0929
19-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,564.1,568,540.05,543.8,5972839,329000000000000.00,0.1474
20-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,544,558,532.1,552.1,6499838,355000000000000.00,0.1277
23-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,551.15,558,521.15,526.95,4180520,226000000000000.00,0.1287
24-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,525.8,534.4,511.55,525.95,7011692,366000000000000.00,0.1449
25-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,526,527.05,494.65,497.95,10625695,537000000000000.00,0.1414
26-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,498.5,514,494.15,496.45,8332352,420000000000000.00,0.1107
27-02-2004,TATAMOTORS,Tata Motors Ltd,Automobile,500.9,513.45,491.3,508.85,7788271,391000000000000.00,0.1181
01-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,517,524.5,512.1,523,3922786,203000000000000.00,0.1308
03-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,524,542,523.15,537.05,6692503,357000000000000.00,0.1412
04-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,536,538,517.1,521.45,4461505,235000000000000.00,0.0766
05-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,524.85,535.45,520.5,533.05,4105105,217000000000000.00,0.0558
08-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,536,542.9,530.1,534.55,2678723,143000000000000.00,0.1662
09-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,537.8,539.9,513.65,520.45,5543395,289000000000000.00,0.1545
10-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,514.9,514.9,501.65,504.2,6279968,318000000000000.00,0.17
11-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,500,502.5,484.2,486.55,5810962,287000000000000.00,0.1651
12-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,482.9,491.85,477,489.3,6295151,304000000000000.00,0.125
15-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,495.8,495.8,462.15,470.05,7337219,349000000000000.00,0.1704
16-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,464.25,477.7,449.55,458.85,7845778,362000000000000.00,0.1319
17-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,466.9,473.7,459,467.3,4536156,212000000000000.00,0.1023
18-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,469.1,470,449.15,452.05,5514755,253000000000000.00,0.1195
19-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,452,466.85,451.2,456.8,5128477,235000000000000.00,0.1612
22-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,450,452.8,432.2,434.65,4419056,195000000000000.00,0.1809
23-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,430,444.5,425.15,431.8,4904825,214000000000000.00,0.1138
24-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,431,440.4,429,438.25,4206112,183000000000000.00,0.1447
25-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,439.75,456,438.3,449.45,5013337,223000000000000.00,0.1369
26-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,457.2,468.8,455.25,466.35,3243245,150000000000000.00,0.2235
29-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,469.9,475,452.5,472.95,3233956,150000000000000.00,0.1504
30-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,475.25,490,468,469.5,3378275,160000000000000.00,0.1203
31-03-2004,TATAMOTORS,Tata Motors Ltd,Automobile,471.4,488.9,468,485.85,3212849,154000000000000.00,0.1512
01-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,482.55,496.85,482.55,494.7,2931471,144000000000000.00,0.1493
02-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,496,499.7,487.9,496.45,3126693,155000000000000.00,0.1019
05-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,502,517.45,498,509.25,3423403,174000000000000.00,0.1517
06-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,516.8,516.8,493,500.65,3752398,188000000000000.00,0.096
07-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,506.8,507,489.3,497.85,2395960,119000000000000.00,0.1169
08-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,500,507.4,489.1,502.35,4694512,234000000000000.00,0.0937
12-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,506,512.25,495.5,499.15,2153421,109000000000000.00,0.1016
13-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,500,513.4,487.25,510.5,3718081,186000000000000.00,0.1492
15-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,513.1,518.5,489.05,510.15,4500537,231000000000000.00,0.1021
16-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,511.55,518,506.1,508.8,3342047,171000000000000.00,0.1917
17-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,511,511.5,504.35,505.6,737562,37400000000000.00,0.0707
19-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,502.25,509.4,485.6,487.95,3513520,174000000000000.00,0.1359
20-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,491.75,494.85,483.35,492.1,3180399,156000000000000.00,0.2
21-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,491,514.9,488.2,512.5,4473501,227000000000000.00,0.1703
22-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,520,527.2,508.55,525.2,4634127,241000000000000.00,0.1873
23-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,525.5,527.9,516.35,518.8,3309711,172000000000000.00,0.1431
27-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,510,510,478.2,481.35,4219370,206000000000000.00,0.2539
28-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,479,494.4,473.25,484.65,6508142,316000000000000.00,0.1014
29-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,465,489.3,465,478.65,5056047,243000000000000.00,0.2377
30-04-2004,TATAMOTORS,Tata Motors Ltd,Automobile,480,486.7,466,472.4,4102249,197000000000000.00,0.1531
03-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,472.8,472.8,450.5,465.45,6132623,282000000000000.00,0.1026
04-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,478.8,480.8,470.25,474.45,5433039,259000000000000.00,0.1484
05-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,480,483.5,468.55,482.15,3848623,184000000000000.00,0.1314
06-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,490,491,478.55,484.65,5801594,281000000000000.00,0.2589
07-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,488,488,471.65,476.75,5693418,272000000000000.00,0.2023
10-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,462,469.8,432.55,458.2,5621268,258000000000000.00,0.2322
11-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,454,454,422.35,428.65,5424984,237000000000000.00,0.245
12-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,426.95,447.3,426.95,440.5,6638480,293000000000000.00,0.1763
13-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,422.35,458.8,412.2,445.1,6599599,292000000000000.00,0.2026
14-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,451.9,451.9,392.3,414.25,7355944,310000000000000.00,0.2448
17-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,400,416.1,300,372.9,5765890,220000000000000.00,0.3615
18-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,368.7,418,368.7,401.25,6674239,263000000000000.00,0.322
19-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,408,475,408,420.9,4858887,204000000000000.00,0.1398
20-05-2004,TATAMOTORS,Tata Motors Ltd,Automobile,432,434.7,415.1,420.85,5149222,220000000000000.00,0.2059
28-02-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,230,241.9,210.5,235.35,2481079,57800000000000.00,0.7095
01-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,235,237.9,222,224.9,1784382,40100000000000.00,0.7113
02-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,228.8,229.95,221.2,222.2,1656992,37200000000000.00,0.5373
05-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,220,229,208,217.85,1958025,41700000000000.00,0.8172
06-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,225,229,215.5,224.35,1433199,31500000000000.00,0.6577
07-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,225.5,231.6,216.65,218.05,1806574,40700000000000.00,0.5821
08-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,219,230,215.1,228.15,1536967,34000000000000.00,0.6217
09-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,229,234.25,224.6,228.15,764569,17500000000000.00,0.4185
12-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,228.2,235.8,227,233.05,891787,20700000000000.00,0.5792
13-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,233.05,237,232,234.4,328623,7710000000000.00,0.3495
14-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,231.9,235,215,232.45,850596,19700000000000.00,0.6817
15-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,235,241.8,225.15,228.55,886311,20900000000000.00,0.4325
16-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,232.9,234.5,225.1,233.05,522608,12000000000000.00,0.496
19-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,234.05,238.5,231.95,237.55,364656,8600000000000.00,0.5323
20-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,239.75,247.95,238.5,245.5,444785,10800000000000.00,0.4912
21-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,241,255.5,241,251.5,679211,17000000000000.00,0.4426
22-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,254,255.95,246.6,247.8,1227224,30700000000000.00,0.6062
23-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,249.3,251.95,229.35,237.8,1572564,38300000000000.00,0.6249
26-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,240,243.95,235,236.1,531472,12700000000000.00,0.56
28-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,222.25,244.9,222.25,240.65,1363068,32700000000000.00,0.6306
29-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,242.65,255,237,251.4,2170489,53800000000000.00,0.6052
30-03-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,253,253,246.05,250.7,766171,19100000000000.00,0.4292
02-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,247.3,255,238.2,239.95,931605,22900000000000.00,0.4766
03-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,240.5,245.05,238.1,240.7,599467,14500000000000.00,0.5958
04-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,242.9,255,242.9,252.35,1170883,29200000000000.00,0.5879
05-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,250,275,250,269.9,2861639,76000000000000.00,0.4918
09-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,271,275,266.85,268,1011116,27300000000000.00,0.3745
10-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,267.9,274.8,263.35,270,1484377,39700000000000.00,0.5045
11-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,270,273.9,261.25,264.5,1053213,28200000000000.00,0.5306
12-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,260,263.5,251,253.65,803530,20600000000000.00,0.5225
13-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,255,264.5,253.25,255.2,1330044,34500000000000.00,0.5553
16-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,258,274,258,272.05,1461412,39300000000000.00,0.5094
17-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,272,275,264.35,266.85,1209574,32700000000000.00,0.5361
18-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,268,282.6,268,277.95,2518824,69900000000000.00,0.3829
19-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,274,278.85,263.05,265.65,2089378,56000000000000.00,0.3995
20-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,269.2,274.45,262.05,267.25,1769524,47300000000000.00,0.4548
23-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,267,275.9,263.4,273.5,2052713,55900000000000.00,0.5494
24-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,271,303.9,263.2,294.85,4320557,125000000000000.00,0.5192
25-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,291,294,282.05,287.95,1416789,40600000000000.00,0.4522
26-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,290,295,287,291.95,1325341,38600000000000.00,0.3736
27-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,294,295,282.75,288.35,973925,28000000000000.00,0.4355
30-04-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,286.5,295,276.3,293.85,1060248,30400000000000.00,0.3167
03-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,296.5,300.7,291,293.55,1637708,48500000000000.00,0.4907
04-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,294.7,299.8,288.05,289.65,674453,19800000000000.00,0.3399
07-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,290,294.75,285,287.1,534379,15500000000000.00,0.3757
08-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,286.9,292.75,283.1,286.75,894391,25700000000000.00,0.3303
09-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,286.9,288,283.25,286.75,404450,11600000000000.00,0.2477
10-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,288.9,292.8,276.65,278.15,1342448,38100000000000.00,0.5337
11-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,275,283.9,270.05,282.3,1168231,32500000000000.00,0.3535
14-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,287.4,289,283,284.1,412400,11800000000000.00,0.457
15-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,287.9,294.8,278.65,293,1424713,41300000000000.00,0.5358
16-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,294,303.45,291.1,294.45,1743227,51800000000000.00,0.3339
17-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,296,299.5,290.15,293.9,897216,26600000000000.00,0.4898
18-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,290,295.8,285.5,289.55,834056,24200000000000.00,0.4273
21-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,292,303.9,290.25,298.85,1933284,57800000000000.00,0.5801
22-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,301,314.55,299,312.25,2787653,86400000000000.00,0.3928
23-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,311,316.9,306.05,309.7,1745833,54300000000000.00,0.3702
24-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,310,313,295,299.85,1421483,43400000000000.00,0.563
25-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,296.4,319.9,285,317,2320133,71700000000000.00,0.4335
28-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,320,325,314,315.35,1902956,60800000000000.00,0.5536
29-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,315,320,311,312.8,1134694,35800000000000.00,0.2538
30-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,310.1,315.85,294.5,298.05,1366620,41800000000000.00,0.4209
31-05-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,300.7,319.7,300,313.65,1984469,61600000000000.00,0.5079
01-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,317,317,306.05,307.4,855084,26500000000000.00,0.4295
04-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,310,312.5,303,304.5,679625,20900000000000.00,0.5023
05-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,307.3,308.8,301.3,304.6,744073,22700000000000.00,0.4627
06-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,300,307.8,290,291.6,1242216,37000000000000.00,0.4733
07-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,290,295.8,283.1,287.2,1986026,57400000000000.00,0.4874
08-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,286.9,287.8,280,285.7,2003729,56700000000000.00,0.5652
11-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,288,293,275.25,277.55,1430780,40400000000000.00,0.4817
12-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,279.5,282.8,275.5,280.85,807212,22500000000000.00,0.385
13-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,282,284.5,277.1,282.45,793992,22400000000000.00,0.5488
14-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,287,288.7,283,284.35,497833,14200000000000.00,0.1751
15-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,285.25,293,283.15,284.7,749264,21600000000000.00,0.2841
18-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,288.8,292.95,284.1,288.15,897251,25900000000000.00,0.4507
19-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,286,298.25,286,296.1,796737,23400000000000.00,0.4541
20-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,286,298.7,286,293.55,1656692,48500000000000.00,0.7645
21-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,294,303.05,291.05,299.3,1539465,46200000000000.00,0.6895
22-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,296.5,301.5,294.1,297.4,1096486,32400000000000.00,0.6708
25-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,298.8,300.4,293.4,294.95,418030,12400000000000.00,0.4794
26-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,294.9,298.4,289.2,295.95,1030149,30400000000000.00,0.5587
27-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,297,298.9,288.9,291.15,881545,25800000000000.00,0.602
28-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,293.55,294.5,285,287.05,2842744,82100000000000.00,0.7568
29-06-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,292.9,305.95,289,297.3,2054454,61300000000000.00,0.4905
02-07-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,298.2,299.95,290.55,291.9,1238018,36500000000000.00,0.6581
03-07-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,294.9,299.5,293,294.1,977739,28800000000000.00,0.7136
04-07-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,296.5,304.25,295,299.05,1874445,56100000000000.00,0.5029
05-07-2007,ZEEL,Zee Entertainment Enterprises Ltd,Media & Entertainment,299,302.8,291.1,300.3,1647543,48700000000000.00,0.5704
